//가이드와 스페셜 퀘스트의 챕터, 제목, 받을때, 진행중, 완료 대사를 입력하며 공통으로 받을 때 에러용 대사가 준비되어야 한다.				
//QuestStringIndex	QuestString	StringType	Quest Index	//QuestChapter
970	Thank you for your help.	4	414	//16
971	아이다 지역에 데스트리 몬스터를 잡고 겐스NPC를 찾아가세요.	5	414	//16
972	숲의 반란자	1	415	//16
973	이상합니다. 아르카(Arca)의 아이다 수호자인 데스라이더가 아이다를 탐색중인 겐스원들을 무차별적으로 공격하는 일이 빈번하게 발생하고 있습니다. 아마도 레무리아의 수작이겠지요.  데스라이더를 제거하고 겐스원들을 지켜주세요.	2	415	//16
974	아이다 지역에서 데스트리 50마리를 제거해 주십시오.	2	415	//16
975	데스라이더 50마리를 제거하고 돌아오면 보상을 드리겠습니다.	3	415	//16
976	Thank you for your help.	4	415	//16
977	아이다 지역에 데스라이더 몬스터를 잡고 겐스NPC를 찾아가세요.	5	415	//16
978	스플린터 울프 퇴치	1	416	//16
979	봉인석의 행방을 쫓고 있는 무리가 기계 전사들을 이용해서 칸투르 폐허 주둔군을 공격하고 있습니다. 	2	416	//16
980	가장 귀찮은 스플린터 울프부터 제거해 주세요.	2	416	//16
981	스플린터 울프 50마리를 제거하고 돌아오면 보상을 드리겠습니다.	3	416	//16
982	Thank you for your help.	4	416	//16
983	칸투르 폐허의 스플린터 울프 몬스터를 잡고 겐스NPC를 찾아가세요.	5	416	//16
984	신출귀몰 아이언 라이더 소탕	1	417	//16
985	아이언 라이더들이 칸투르 폐허의 험난한 지역에서 우리 주둔군을 상대로 펼치는 게릴라 공격에 겐스원들이 당혹스러워 하고 있습니다. 아이언 라이더들을 제거하고 걱정을 덜어 주십시오.	2	417	//16
986	게릴라 부대를 편성중인 아이언 라이더 50명을 제거하고 돌아오면 보상을 드리겠습니다.	2	417	//16
987	아이언 라이더 50마리를 제거하고 돌아오면 보상을 드리겠습니다.	3	417	//16
988	Thank you for your help.	4	417	//16
989	칸투르 폐허의 아이언 라이더 몬스터를 잡고 겐스NPC를 찾아가세요.	5	417	//16
990	Blood Assassin Elimination	1	418	//16
991	According to recent information, a bloody assassin was dispatched to assassinate Gens. 	2	418	//16
992	Get rid of 50 blood assassins and protect important people.	2	418	//16
993	Kill 50 Blood Assassins from Vulcanus.	3	418	//16
994	Thank you for your help.	4	418	//16
995	Kill Blood Assassin Monsters in Vulcanus Area and go to Gens NPC.	5	418	//16
996	Burning Lava Giant Attack	1	419	//16
997	불카누스 용암지대에 불타는 용암거인이 출몰해서 겐스원들이 사방으로 흩어져 버렸다고 합니다. 어서 불카누스의 불타는 용암거인들을 섬멸해 주세요.	2	419	//16
998	겐스원들을 급습한 불타는 용암거인 50마리를 제거하고 돌아오면 보상을 드리겠습니다.	2	419	//16
999	불카누스 지역에서 용암거인 50마리를 제거하고 돌아오면 보상을 드리겠습니다.	3	419	//16
1000	Thank you for your help.	4	419	//16
1001	불카누스 지역에서 용암거인 몬스터를 잡고 겐스NPC를 찾아가세요.	5	419	//16
1002	사피 두오 제거	1	420	//16
1003	봉인석을 둘러싼 겐스간 사투가 격렬해 졌습니다. 궁지에 몰린 적들이 사피 두오들을 유인해 우리 부대원들을 공격하고 있습니다. 	2	420	//16
1004	사피 두오를 제거해 주세요.	2	420	//16
1005	겐스원들을 공격히는 사피 두오 50마리를 저거하고 돌아오면 보상을 드리겠습니다.	3	420	//16
1006	Thank you for your help.	4	420	//16
1007	겐스원들을 공격히는 사피 두오 몬스터를 잡고 겐스NPC를 찾아가세요.	5	420	//16
1008	어둠 속에서 움직이는 자	1	421	//16
1009	운반중인 봉인석을 뒤쫓고 있는 녀석이 있다는 소문입니다. 고스트 네이핀 녀석들 일거라고 짐작은 하지만 실제 녀석을 본 사람은 없다는 소문입니다.	2	421	//16
1010	고스트 네이핀을 제거하고 봉인석을 지켜 주십시오.	2	421	//16
1011	고스트 네이핀을 제거하고 돌아오면 보상을 드리겠습니다.	3	421	//16
1012	Thank you for your help.	4	421	//16
1013	겐스원들을 공격히는 고스트 네이핀 몬스터를 잡고 겐스NPC를 찾아가세요.	5	421	//16
1014	용사의 자질(첫째)	1	422	//6
1015	현재 뮤 대륙에서 자신의 가치를 증명하는 방법은 여러 가지가 있습니다. 그 중에서도 카오스 캐슬에서 최후의 일인이 되거나 블러드 캐슬, 악마의 광장 그리고 환영 사원에서 동료들과 무난한 팀워크를 뽐내는 것이 있습니다. 그러한 일들은 여행자들에게 있어서 최고의 가치로 평가를 받고 있습니다.	2	422	//6
1016	여행자들과 강함을 겨루기 위해서는 당연히 장비와 레벨이 중요합니다. 하지만 그것을 통해서 뮤 대륙의 용사가 되기에는 아직 역부족입니다. 제가 드리는 임무를 통해서 용사로서의 인정을 받도록 도움을 드리겠습니다. 이 과정은 반복적으로 수행하실 수 있습니다.	2	422	//6
1017	우선 처음으로 전투 능력 평가를 위해 카오스 캐슬에서 근위병 5마리 제거, 블러드 캐슬에서 대천사무기 전달하기, 악마의 광장에서 마지막까지 살아남으십시오. 완수하신다면 보상을 드리겠습니다.	2	422	//6
1018	카오스 캐슬에서 근위병 5마리 제거하고 오십시오.	3	422	//6
1019	용사로써의 한발 앞으로 나아 가시는 군요. 	4	422	//6
1020	카오스 캐슬에서 근위병 5마리 제거하고 오십시오. 이어서 다음 임무를 드립니다.	5	422	//6
1021	용사의 자질(둘째)	1	423	//6
1022	현재 뮤 대륙에서 자신의 가치를 증명하는 방법은 여러 가지가 있습니다. 그 중에서도 카오스 캐슬에서 최후의 일인이 되거나 블러드 캐슬, 악마의 광장 그리고 환영 사원에서 동료들과 무난한 팀워크를 뽐내는 것이 있습니다. 그러한 일들은 여행자들에게 있어서 최고의 가치로 평가를 받고 있습니다.	2	423	//6
1023	여행자들과 강함을 겨루기 위해서는 당연히 장비와 레벨이 중요합니다. 하지만 그것을 통해서 뮤 대륙의 용사가 되기에는 아직 역부족입니다. 제가 드리는 임무를 통해서 용사로서의 인정을 받도록 도움을 드리겠습니다. 이 과정은 반복적으로 수행하실 수 있습니다.	2	423	//6
1024	우선 처음으로 전투 능력 평가를 위해 카오스 캐슬에서 근위병 5마리 제거, 블러드 캐슬에서 대천사무기 전달하기, 악마의 광장에서 마지막까지 살아남으십시오. 완수하신다면 보상을 드리겠습니다.	2	423	//6
1025	이번에는 블러드 캐슬에서 대천사무기를 전달하고 오십시오.	3	423	//6
1026	용사로써의 또 한발 앞으로 나아 가시는 군요. 	4	423	//6
1027	블러드 캐슬에서 대천사무기를 전달하고 오십시오. 이어서 다음 임무를 드립니다.	5	423	//6
1028	용사의 자질(마지막)	1	424	//6
1029	현재 뮤 대륙에서 자신의 가치를 증명하는 방법은 여러 가지가 있습니다. 그 중에서도 카오스 캐슬에서 최후의 일인이 되거나 블러드 캐슬, 악마의 광장 그리고 환영 사원에서 동료들과 무난한 팀워크를 뽐내는 것이 있습니다. 그러한 일들은 여행자들에게 있어서 최고의 가치로 평가를 받고 있습니다.	2	424	//6
1030	여행자들과 강함을 겨루기 위해서는 당연히 장비와 레벨이 중요합니다. 하지만 그것을 통해서 뮤 대륙의 용사가 되기에는 아직 역부족입니다. 제가 드리는 임무를 통해서 용사로서의 인정을 받도록 도움을 드리겠습니다. 이 과정은 반복적으로 수행하실 수 있습니다.	2	424	//6
1031	우선 처음으로 전투 능력 평가를 위해 카오스 캐슬에서 근위병 5마리 제거, 블러드 캐슬에서 대천사무기 전달하기, 악마의 광장에서 마지막까지 살아남으십시오. 완수하신다면 보상을 드리겠습니다.	2	424	//6
1032	마지막으로 악마의 광장에서 마지막까지 살아남으십시오.	3	424	//6
1033	You are stepping forward as a true warrior. 	4	424	//6
1034	Come back to the Devil Square. We will reward you.	5	424	//6
1035	용사의 용기(첫째)	1	425	//6
1036	현재 뮤 대륙에서 자신의 가치를 증명하는 방법은 여러 가지가 있습니다. 그 중에서도 카오스 캐슬에서 최후의 일인이 되거나 블러드 캐슬, 악마의 광장 그리고 환영 사원에서 동료들과 무난한 팀워크를 뽐내는 것이 있습니다. 그러한 일들은 여행자들에게 있어서 최고의 가치로 평가를 받고 있습니다.	2	425	//6
1037	여행자들과 강함을 겨루기 위해서는 당연히 장비와 레벨이 중요합니다. 하지만 그것을 통해서 뮤 대륙의 용사가 되기에는 아직 역부족입니다. 제가 드리는 임무를 통해서 용사로서의 인정을 받도록 도움을 드리겠습니다. 이 과정은 반복적으로 수행하실 수 있습니다.	2	425	//6
1038	우선 처음으로 전투 능력 평가를 위해 카오스 캐슬에서 근위병 5마리 제거, 블러드 캐슬에서 대천사무기 전달하기, 악마의 광장에서 마지막까지 살아남으십시오. 완수하신다면 보상을 드리겠습니다.	2	425	//6
1039	카오스 캐슬에서 근위병 10마리 제거하고 오십시오.	3	425	//6
1040	용사로써의 한발 앞으로 나아 가시는 군요. 	4	425	//6
1041	카오스 캐슬에서 근위병 10마리 제거하고 오십시오. 이어서 다음 임무를 드립니다.	5	425	//6
1042	용사의 용기(둘째)	1	426	//6
1043	현재 뮤 대륙에서 자신의 가치를 증명하는 방법은 여러 가지가 있습니다. 그 중에서도 카오스 캐슬에서 최후의 일인이 되거나 블러드 캐슬, 악마의 광장 그리고 환영 사원에서 동료들과 무난한 팀워크를 뽐내는 것이 있습니다. 그러한 일들은 여행자들에게 있어서 최고의 가치로 평가를 받고 있습니다.	2	426	//6
1044	여행자들과 강함을 겨루기 위해서는 당연히 장비와 레벨이 중요합니다. 하지만 그것을 통해서 뮤 대륙의 용사가 되기에는 아직 역부족입니다. 제가 드리는 임무를 통해서 용사로서의 인정을 받도록 도움을 드리겠습니다. 이 과정은 반복적으로 수행하실 수 있습니다.	2	426	//6
1045	우선 처음으로 전투 능력 평가를 위해 카오스 캐슬에서 근위병 5마리 제거, 블러드 캐슬에서 대천사무기 전달하기, 악마의 광장에서 마지막까지 살아남으십시오. 완수하신다면 보상을 드리겠습니다.	2	426	//6
1046	이번에는 블러드 캐슬에서 대천사무기를 전달하고 오십시오.	3	426	//6
1047	용사로써의 또 한발 앞으로 나아 가시는 군요. 	4	426	//6
1048	블러드 캐슬에서 대천사무기를 전달하고 오십시오. 이어서 다음 임무를 드립니다.	5	426	//6
1049	용사의 용기(마지막)	1	427	//6
1050	현재 뮤 대륙에서 자신의 가치를 증명하는 방법은 여러 가지가 있습니다. 그 중에서도 카오스 캐슬에서 최후의 일인이 되거나 블러드 캐슬, 악마의 광장 그리고 환영 사원에서 동료들과 무난한 팀워크를 뽐내는 것이 있습니다. 그러한 일들은 여행자들에게 있어서 최고의 가치로 평가를 받고 있습니다.	2	427	//6
1051	여행자들과 강함을 겨루기 위해서는 당연히 장비와 레벨이 중요합니다. 하지만 그것을 통해서 뮤 대륙의 용사가 되기에는 아직 역부족입니다. 제가 드리는 임무를 통해서 용사로서의 인정을 받도록 도움을 드리겠습니다. 이 과정은 반복적으로 수행하실 수 있습니다.	2	427	//6
1052	우선 처음으로 전투 능력 평가를 위해 카오스 캐슬에서 근위병 5마리 제거, 블러드 캐슬에서 대천사무기 전달하기, 악마의 광장에서 마지막까지 살아남으십시오. 완수하신다면 보상을 드리겠습니다.	2	427	//6
1053	마지막으로 악마의 광장에서 마지막까지 살아남으십시오.	3	427	//6
1054	You are stepping forward as a true warrior. 	4	427	//6
1055	Come back to the Devil Square. We will reward you.	5	427	//6
1056	용사의 투지(첫째)	1	428	//6
1057	현재 뮤 대륙에서 자신의 가치를 증명하는 방법은 여러 가지가 있습니다. 그 중에서도 카오스 캐슬에서 최후의 일인이 되거나 블러드 캐슬, 악마의 광장 그리고 환영 사원에서 동료들과 무난한 팀워크를 뽐내는 것이 있습니다. 그러한 일들은 여행자들에게 있어서 최고의 가치로 평가를 받고 있습니다.	2	428	//6
1058	여행자들과 강함을 겨루기 위해서는 당연히 장비와 레벨이 중요합니다. 하지만 그것을 통해서 뮤 대륙의 용사가 되기에는 아직 역부족입니다. 제가 드리는 임무를 통해서 용사로서의 인정을 받도록 도움을 드리겠습니다. 이 과정은 반복적으로 수행하실 수 있습니다.	2	428	//6
1059	우선 처음으로 전투 능력 평가를 위해 카오스 캐슬에서 근위병 5마리 제거, 블러드 캐슬에서 대천사무기 전달하기, 악마의 광장에서 마지막까지 살아남으십시오. 완수하신다면 보상을 드리겠습니다.	2	428	//6
1060	카오스 캐슬에서 근위병 20마리 제거하고 오십시오.	3	428	//6
1061	용사로써의 한발 앞으로 나아 가시는 군요. 	4	428	//6
1062	카오스 캐슬에서 근위병 20마리 제거하고 오십시오. 이어서 다음 임무를 드립니다.	5	428	//6
1063	용사의 투지(둘째)	1	429	//6
1064	현재 뮤 대륙에서 자신의 가치를 증명하는 방법은 여러 가지가 있습니다. 그 중에서도 카오스 캐슬에서 최후의 일인이 되거나 블러드 캐슬, 악마의 광장 그리고 환영 사원에서 동료들과 무난한 팀워크를 뽐내는 것이 있습니다. 그러한 일들은 여행자들에게 있어서 최고의 가치로 평가를 받고 있습니다.	2	429	//6
1065	여행자들과 강함을 겨루기 위해서는 당연히 장비와 레벨이 중요합니다. 하지만 그것을 통해서 뮤 대륙의 용사가 되기에는 아직 역부족입니다. 제가 드리는 임무를 통해서 용사로서의 인정을 받도록 도움을 드리겠습니다. 이 과정은 반복적으로 수행하실 수 있습니다.	2	429	//6
1066	우선 처음으로 전투 능력 평가를 위해 카오스 캐슬에서 근위병 5마리 제거, 블러드 캐슬에서 대천사무기 전달하기, 악마의 광장에서 마지막까지 살아남으십시오. 완수하신다면 보상을 드리겠습니다.	2	429	//6
1067	이번에는 블러드 캐슬에서 대천사무기를 전달하고 오십시오.	3	429	//6
1068	용사로써의 또 한발 앞으로 나아 가시는 군요. 	4	429	//6
1069	블러드 캐슬에서 대천사무기를 전달하고 오십시오. 이어서 다음 임무를 드립니다.	5	429	//6
1070	용사의 투지(마지막)	1	430	//6
1071	현재 뮤 대륙에서 자신의 가치를 증명하는 방법은 여러 가지가 있습니다. 그 중에서도 카오스 캐슬에서 최후의 일인이 되거나 블러드 캐슬, 악마의 광장 그리고 환영 사원에서 동료들과 무난한 팀워크를 뽐내는 것이 있습니다. 그러한 일들은 여행자들에게 있어서 최고의 가치로 평가를 받고 있습니다.	2	430	//6
1072	여행자들과 강함을 겨루기 위해서는 당연히 장비와 레벨이 중요합니다. 하지만 그것을 통해서 뮤 대륙의 용사가 되기에는 아직 역부족입니다. 제가 드리는 임무를 통해서 용사로서의 인정을 받도록 도움을 드리겠습니다. 이 과정은 반복적으로 수행하실 수 있습니다.	2	430	//6
1073	우선 처음으로 전투 능력 평가를 위해 카오스 캐슬에서 근위병 5마리 제거, 블러드 캐슬에서 대천사무기 전달하기, 악마의 광장에서 마지막까지 살아남으십시오. 완수하신다면 보상을 드리겠습니다.	2	430	//6
1074	마지막으로 악마의 광장에서 마지막까지 살아남으십시오.	3	430	//6
1075	You are stepping forward as a true warrior. 	4	430	//6
1076	Come back to the Devil Square. We will reward you.	5	430	//6
1077	용사의 정신(첫째)	1	431	//6
1078	현재 뮤 대륙에서 자신의 가치를 증명하는 방법은 여러 가지가 있습니다. 그 중에서도 카오스 캐슬에서 최후의 일인이 되거나 블러드 캐슬, 악마의 광장 그리고 환영 사원에서 동료들과 무난한 팀워크를 뽐내는 것이 있습니다. 그러한 일들은 여행자들에게 있어서 최고의 가치로 평가를 받고 있습니다.	2	431	//6
1079	여행자들과 강함을 겨루기 위해서는 당연히 장비와 레벨이 중요합니다. 하지만 그것을 통해서 뮤 대륙의 용사가 되기에는 아직 역부족입니다. 제가 드리는 임무를 통해서 용사로서의 인정을 받도록 도움을 드리겠습니다. 이 과정은 반복적으로 수행하실 수 있습니다.	2	431	//6
1080	우선 처음으로 전투 능력 평가를 위해 카오스 캐슬에서 근위병 5마리 제거, 블러드 캐슬에서 대천사무기 전달하기, 악마의 광장에서 마지막까지 살아남으십시오. 완수하신다면 보상을 드리겠습니다.	2	431	//6
1081	카오스 캐슬에서 근위병 30마리 제거하고 오십시오.	3	431	//6
1082	용사로써의 한발 앞으로 나아 가시는 군요. 	4	431	//6
1083	카오스 캐슬에서 근위병 30마리 제거하고 오십시오. 이어서 다음 임무를 드립니다.	5	431	//6
1084	용사의 정신(둘째)	1	432	//6
1085	현재 뮤 대륙에서 자신의 가치를 증명하는 방법은 여러 가지가 있습니다. 그 중에서도 카오스 캐슬에서 최후의 일인이 되거나 블러드 캐슬, 악마의 광장 그리고 환영 사원에서 동료들과 무난한 팀워크를 뽐내는 것이 있습니다. 그러한 일들은 여행자들에게 있어서 최고의 가치로 평가를 받고 있습니다.	2	432	//6
1086	여행자들과 강함을 겨루기 위해서는 당연히 장비와 레벨이 중요합니다. 하지만 그것을 통해서 뮤 대륙의 용사가 되기에는 아직 역부족입니다. 제가 드리는 임무를 통해서 용사로서의 인정을 받도록 도움을 드리겠습니다. 이 과정은 반복적으로 수행하실 수 있습니다.	2	432	//6
1087	우선 처음으로 전투 능력 평가를 위해 카오스 캐슬에서 근위병 5마리 제거, 블러드 캐슬에서 대천사무기 전달하기, 악마의 광장에서 마지막까지 살아남으십시오. 완수하신다면 보상을 드리겠습니다.	2	432	//6
1088	이번에는 블러드 캐슬에서 대천사무기를 전달하고 오십시오.	3	432	//6
1089	용사로써의 또 한발 앞으로 나아 가시는 군요. 	4	432	//6
1090	블러드 캐슬에서 대천사무기를 전달하고 오십시오. 이어서 다음 임무를 드립니다.	5	432	//6
1091	용사의 정신(마지막)	1	433	//6
1092	현재 뮤 대륙에서 자신의 가치를 증명하는 방법은 여러 가지가 있습니다. 그 중에서도 카오스 캐슬에서 최후의 일인이 되거나 블러드 캐슬, 악마의 광장 그리고 환영 사원에서 동료들과 무난한 팀워크를 뽐내는 것이 있습니다. 그러한 일들은 여행자들에게 있어서 최고의 가치로 평가를 받고 있습니다.	2	433	//6
1093	여행자들과 강함을 겨루기 위해서는 당연히 장비와 레벨이 중요합니다. 하지만 그것을 통해서 뮤 대륙의 용사가 되기에는 아직 역부족입니다. 제가 드리는 임무를 통해서 용사로서의 인정을 받도록 도움을 드리겠습니다. 이 과정은 반복적으로 수행하실 수 있습니다.	2	433	//6
1094	우선 처음으로 전투 능력 평가를 위해 카오스 캐슬에서 근위병 5마리 제거, 블러드 캐슬에서 대천사무기 전달하기, 악마의 광장에서 마지막까지 살아남으십시오. 완수하신다면 보상을 드리겠습니다.	2	433	//6
1095	마지막으로 악마의 광장에서 마지막까지 살아남으십시오.	3	433	//6
1096	You are stepping forward as a true warrior. 	4	433	//6
1097	Come back to the Devil Square. We will reward you.	5	433	//6
1098	용사의 끈기(첫째)	1	434	//6
1099	현재 뮤 대륙에서 자신의 가치를 증명하는 방법은 여러 가지가 있습니다. 그 중에서도 카오스 캐슬에서 최후의 일인이 되거나 블러드 캐슬, 악마의 광장 그리고 환영 사원에서 동료들과 무난한 팀워크를 뽐내는 것이 있습니다. 그러한 일들은 여행자들에게 있어서 최고의 가치로 평가를 받고 있습니다.	2	434	//6
1100	여행자들과 강함을 겨루기 위해서는 당연히 장비와 레벨이 중요합니다. 하지만 그것을 통해서 뮤 대륙의 용사가 되기에는 아직 역부족입니다. 제가 드리는 임무를 통해서 용사로서의 인정을 받도록 도움을 드리겠습니다. 이 과정은 반복적으로 수행하실 수 있습니다.	2	434	//6
1101	우선 처음으로 전투 능력 평가를 위해 카오스 캐슬 클리어, 블러드 캐슬에서 대천사무기 전달하기, 악마의 광장에서 마지막까지 살아남으십시오. 완수하신다면 보상을 드리겠습니다.	2	434	//6
1102	카오스 캐슬에서 살아 남으십시오.	3	434	//6
1103	용사로써의 한발 앞으로 나아 가시는 군요. 	4	434	//6
1104	카오스 캐슬에서 살아 돌아 오십시오. 이어서 다음 임무를 드립니다.	5	434	//6
1105	용사의 끈기(둘째)	1	435	//6
1106	현재 뮤 대륙에서 자신의 가치를 증명하는 방법은 여러 가지가 있습니다. 그 중에서도 카오스 캐슬에서 최후의 일인이 되거나 블러드 캐슬, 악마의 광장 그리고 환영 사원에서 동료들과 무난한 팀워크를 뽐내는 것이 있습니다. 그러한 일들은 여행자들에게 있어서 최고의 가치로 평가를 받고 있습니다.	2	435	//6
1107	여행자들과 강함을 겨루기 위해서는 당연히 장비와 레벨이 중요합니다. 하지만 그것을 통해서 뮤 대륙의 용사가 되기에는 아직 역부족입니다. 제가 드리는 임무를 통해서 용사로서의 인정을 받도록 도움을 드리겠습니다. 이 과정은 반복적으로 수행하실 수 있습니다.	2	435	//6
1108	우선 처음으로 전투 능력 평가를 위해 카오스 캐슬 클리어, 블러드 캐슬에서 대천사무기 전달하기, 악마의 광장에서 마지막까지 살아남으십시오. 완수하신다면 보상을 드리겠습니다.	2	435	//6
1109	이번에는 블러드 캐슬에서 대천사무기를 전달하고 오십시오.	3	435	//6
1110	용사로써의 또 한발 앞으로 나아 가시는 군요. 	4	435	//6
1111	블러드 캐슬에서 대천사무기를 전달하고 오십시오. 이어서 다음 임무를 드립니다.	5	435	//6
1112	용사의 끈기(마지막)	1	436	//6
1113	현재 뮤 대륙에서 자신의 가치를 증명하는 방법은 여러 가지가 있습니다. 그 중에서도 카오스 캐슬에서 최후의 일인이 되거나 블러드 캐슬, 악마의 광장 그리고 환영 사원에서 동료들과 무난한 팀워크를 뽐내는 것이 있습니다. 그러한 일들은 여행자들에게 있어서 최고의 가치로 평가를 받고 있습니다.	2	436	//6
1114	여행자들과 강함을 겨루기 위해서는 당연히 장비와 레벨이 중요합니다. 하지만 그것을 통해서 뮤 대륙의 용사가 되기에는 아직 역부족입니다. 제가 드리는 임무를 통해서 용사로서의 인정을 받도록 도움을 드리겠습니다. 이 과정은 반복적으로 수행하실 수 있습니다.	2	436	//6
1115	우선 처음으로 전투 능력 평가를 위해 카오스 캐슬 클리어, 블러드 캐슬에서 대천사무기 전달하기, 악마의 광장에서 마지막까지 살아남으십시오. 완수하신다면 보상을 드리겠습니다.	2	436	//6
1116	마지막으로 악마의 광장에서 마지막까지 살아남으십시오.	3	436	//6
1117	You are stepping forward as a true warrior. 	4	436	//6
1118	Come back to the Devil Square. We will reward you.	5	436	//6
1119	용사의 마지막 검증(첫째)	1	437	//6
1120	현재 뮤 대륙에서 자신의 가치를 증명하는 방법은 여러 가지가 있습니다. 그 중에서도 카오스 캐슬에서 최후의 일인이 되거나 블러드 캐슬, 악마의 광장 그리고 환영 사원에서 동료들과 무난한 팀워크를 뽐내는 것이 있습니다. 그러한 일들은 여행자들에게 있어서 최고의 가치로 평가를 받고 있습니다.	2	437	//6
1121	여행자들과 강함을 겨루기 위해서는 당연히 장비와 레벨이 중요합니다. 하지만 그것을 통해서 뮤 대륙의 용사가 되기에는 아직 역부족입니다. 제가 드리는 임무를 통해서 용사로서의 인정을 받도록 도움을 드리겠습니다. 이 과정은 반복적으로 수행하실 수 있습니다.	2	437	//6
1122	우선 처음으로 전투 능력 평가를 위해 카오스 캐슬 클리어, 블러드 캐슬에서 대천사무기 전달하기, 악마의 광장에서 마지막까지 살아남으십시오. 완수하신다면 보상을 드리겠습니다.	2	437	//6
1123	카오스 캐슬에서 살아 남으십시오.	3	437	//6
1124	용사로써의 한발 앞으로 나아 가시는 군요. 	4	437	//6
1125	카오스 캐슬에서 살아 돌아 오십시오. 이어서 다음 임무를 드립니다.	5	437	//6
1126	용사의 마지막 검증(둘째)	1	438	//6
1127	현재 뮤 대륙에서 자신의 가치를 증명하는 방법은 여러 가지가 있습니다. 그 중에서도 카오스 캐슬에서 최후의 일인이 되거나 블러드 캐슬, 악마의 광장 그리고 환영 사원에서 동료들과 무난한 팀워크를 뽐내는 것이 있습니다. 그러한 일들은 여행자들에게 있어서 최고의 가치로 평가를 받고 있습니다.	2	438	//6
1128	여행자들과 강함을 겨루기 위해서는 당연히 장비와 레벨이 중요합니다. 하지만 그것을 통해서 뮤 대륙의 용사가 되기에는 아직 역부족입니다. 제가 드리는 임무를 통해서 용사로서의 인정을 받도록 도움을 드리겠습니다. 이 과정은 반복적으로 수행하실 수 있습니다.	2	438	//6
1129	우선 처음으로 전투 능력 평가를 위해 카오스 캐슬 클리어, 블러드 캐슬에서 대천사무기 전달하기, 악마의 광장에서 마지막까지 살아남으십시오. 완수하신다면 보상을 드리겠습니다.	2	438	//6
1130	이번에는 블러드 캐슬에서 대천사무기를 전달하고 오십시오.	3	438	//6
1131	용사로써의 또 한발 앞으로 나아 가시는 군요. 	4	438	//6
1132	블러드 캐슬에서 대천사무기를 전달하고 오십시오. 이어서 다음 임무를 드립니다.	5	438	//6
1133	용사의 마지막 검증(마지막)	1	439	//6
1134	현재 뮤 대륙에서 자신의 가치를 증명하는 방법은 여러 가지가 있습니다. 그 중에서도 카오스 캐슬에서 최후의 일인이 되거나 블러드 캐슬, 악마의 광장 그리고 환영 사원에서 동료들과 무난한 팀워크를 뽐내는 것이 있습니다. 그러한 일들은 여행자들에게 있어서 최고의 가치로 평가를 받고 있습니다.	2	439	//6
1135	여행자들과 강함을 겨루기 위해서는 당연히 장비와 레벨이 중요합니다. 하지만 그것을 통해서 뮤 대륙의 용사가 되기에는 아직 역부족입니다. 제가 드리는 임무를 통해서 용사로서의 인정을 받도록 도움을 드리겠습니다. 이 과정은 반복적으로 수행하실 수 있습니다.	2	439	//6
1136	우선 처음으로 전투 능력 평가를 위해 카오스 캐슬 클리어, 블러드 캐슬에서 대천사무기 전달하기, 악마의 광장에서 마지막까지 살아남으십시오. 완수하신다면 보상을 드리겠습니다.	2	439	//6
1137	마지막으로 악마의 광장에서 마지막까지 살아남으십시오.	3	439	//6
1138	You are stepping forward as a true warrior. 	4	439	//6
1139	Come back to the Devil Square. We will reward you.	5	439	//6
1140	Spider Hunt!	1	440	//18
1141	There is a request from the elders who are annoyed by the spiders that bites and put spiders web on the outer wall of the village. I have been asked to complete this task, but I believe that travelers who have just started their journeys seem to be adequate to do so, so I will entrust it to you. Could you take over this task? (1~14)	2	440	//18
1142	You can get a reward by killing 10 spiders that are roaming around the town.	3	440	//18
1143	You are stepping forward as a true warrior. 	4	440	//18
1144	You can get a reward by killing 10 spiders that are roaming around the town.	5	440	//18
1145	Spider Hunt!	1	441	//18
1146	There is a request from the elders who are annoyed by the spiders that bites and put spiders web on the outer wall of the village. I have been asked to complete this task, but I believe that travelers who have just started their journeys seem to be adequate to do so, so I will entrust it to you. Could you take over this task? (1~14)	2	441	//18
1147	You can get a reward by killing 10 spiders that are roaming around the town.	3	441	//18
1148	You are stepping forward as a true warrior. 	4	441	//18
1149	You can get a reward by killing 10 spiders that are roaming around the town.	5	441	//18
1150	Spider Hunt!	1	442	//18
1151	There is a request from the elders who are annoyed by the spiders that bites and put spiders web on the outer wall of the village. I have been asked to complete this task, but I believe that travelers who have just started their journeys seem to be adequate to do so, so I will entrust it to you. Could you take over this task? (1~14)	2	442	//18
1152	You can get a reward by killing 10 spiders that are roaming around the town.	3	442	//18
1153	You are stepping forward as a true warrior. 	4	442	//18
1154	You can get a reward by killing 10 spiders that are roaming around the town.	5	442	//18
1155	Dispose of the Town Plunderers!	1	443	//18
1156	Travelers may well know about Kundun, but the weakest monsters in Kundun's troops are raiding civilians around the village. I'm going to ask you to fight against these monsters....... Could you take over this task? (15~25)	2	443	//18
1157	마을 동쪽 데비아스 입구쪽(22 45)에서 모여 있는 자이언트 15마리를 퇴치하시고 저에게 오시면 보상을 드리겠습니다.	3	443	//18
1158	You are stepping forward as a true warrior. 	4	443	//18
1159	마을 동쪽 데비아스 입구쪽(22 45)에서 모여 있는 자이언트 15마리를 퇴치하시고 저에게 오시면 보상을 드리겠습니다.	5	443	//18
1160	Dispose of the Town Plunderers!	1	444	//18
1161	Travelers may well know about Kundun, but the weakest monsters in Kundun's troops are raiding civilians around the village. I'm going to ask you to fight against these monsters....... Could you take over this task? (15~25)	2	444	//18
