//////////////////////////////////////////////////////////////////////////////////////																				
// [ Script ]	LabyrinthOfDimensionInfo																			
// [ Start ] 	2017-01-02																			
// [ Latest ]	2017-01-02 15:57																			
// [ Author ]	박혜진																			
// [ Version ]	0.0.0.2																			
// [ Text ]	차원의 미궁 설정																			
// [ Desc ]	차원의 미궁 사용설명 추가																			
// [사용부서]	서버, 클라이언트																			
//////////////////////////////////////////////////////////////////////////////////////																				
																				
//차원의 미궁 맵 지역으로 사용할 맵 설정 (클라이언트 사용)																				
//차원의 미궁 맵의 지역은 기존 게임 내 맵의 특정 부분을 로드하여 사용하는 형태로 제작되었습니다.																				
//신규 추가 시 기존 게임 맵의 16x12 크기 만큼의 x, y 좌표를 입력합니다.																				
0																				
//인덱스	맵 번호	시작X	시작Y	종료X	종료Y	맵 이름(자동 입력됨)														
1	4	31	3	2	2	2	2	2	//정상											
1	5	22	2	0	1	1	1	1	//정상											
1	6	27	2	0	1	1	1	0	//정상											
1	7	13	2	0	1	1	0	0	//정상											
1	8	6	3	5	2	2	0	2	//정상											
1	9	20	2	0	1	1	1	0	//정상											
2	0	35	3	2	2	2	0	0	//정상											
2	1	13	2	0	1	1	0	0	//정상											
2	2	20	2	0	1	1	0	0	//정상											
2	3	27	3	1	2	2	0	0	//정상											
2	4	26	2	0	1	1	0	0	//정상											
2	5	12	3	5	2	2	0	2	//정상											
2	6	25	2	0	1	1	1	0	//정상											
2	7	17	2	0	1	1	0	0	//정상											
2	8	29	2	0	1	1	0	0	//정상											
2	9	11	3	4	2	2	0	0	//정상											
3	0	20	2	0	1	1	0	0	//정상											
3	1	8	3	4	2	0	0	0	//정상											
3	2	13	3	0	2	2	0	0	//정상											
3	3	10	3	4	2	2	0	2	//정상											
3	4	30	3	0	2	2	2	0	//정상											
3	5	26	2	0	1	1	0	1	//정상											
3	6	33	3	3	2	2	2	0	//정상											
3	7	13	2	0	1	0	0	0	//정상											
3	8	5	2	0	1	0	0	1	//정상											
3	9	17	2	0	1	0	1	0	//정상											
4	0	21	3	4	2	2	0	0	//정상											
4	1	22	3	0	0	2	0	0	//정상											
4	2	16	4	0	1	1	0	0	//정상											
4	3	32	3	4	2	2	0	2	//정상											
4	4	27	1	0	1	1	1	1	//정상											
4	5	27	3	1	2	0	2	2	//정상											
4	6	8	2	0	1	1	1	1	//정상											
4	7	36	2	0	0	0	1	1	//정상											
4	8	24	2	0	0	0	1	1	//정상											
4	9	9	3	2	0	2	2	0	//정상											
5	0	15	2	0	1	1	0	0	//정상											
5	1	10	2	0	1	1	0	0	//정상											
5	2	15	3	1	2	2	0	0	//정상											
5	3	33	3	0	2	0	0	2	//정상											
5	4	28	3	1	2	0	2	2	//정상											
5	5	34	2	0	0	0	1	1	//정상											
5	6	4	3	4	2	2	2	2	//정상											
5	7	17	2	0	0	0	1	1	//정상											
5	8	12	3	1	0	0	2	0	//정상											
5	9	23	2	0	1	1	0	0	//정상											
6	0	29	2	0	1	1	0	0	//정상											
6	1	12	2	0	1	0	0	1	//정상											
6	2	35	3	3	2	2	2	2	//정상											
6	3	32	2	0	0	1	1	1	//정상											
6	4	5	3	1	0	2	2	2	//정상											
6	5	9	2	0	0	1	1	1	//정상											
6	6	35	2	0	1	1	1	1	//정상											
6	7	19	3	3	0	2	2	2	//정상											
6	8	17	2	0	0	1	1	0	//정상											
6	9	5	2	0	1	1	0	0	//정상											
7	0	31	2	0	1	1	0	0	//정상											
7	1	23	3	1	0	2	0	2	//정상											
7	2	18	2	0	1	1	1	0	//정상											
7	3	6	2	0	1	1	0	0	//정상											
7	4	22	2	0	1	1	0	1	//정상											
7	5	5	3	2	2	2	2	2	//정상											
7	6	14	2	0	1	1	1	1	//정상											
7	7	30	3	2	2	2	2	0	//정상											
7	8	24	3	0	2	2	0	0	//정상											
7	9	11	3	5	2	2	0	0	//정상											
8	0	8	2	0	1	1	0	0	//정상											
8	1	28	3	0	2	0	0	2	//정상											
8	2	20	2	0	1	0	1	0	//정상											
8	3	37	3	0	2	0	0	0	//정상											
8	4	4	2	0	1	0	0	1	//정상											
8	5	36	2	0	1	0	1	1	//정상											
8	6	9	2	0	1	0	1	1	//정상											
8	7	26	3	2	2	0	2	0	//정상											
8	8	18	2	0	1	0	0	0	//정상											
8	9	0	2	0	1	1	0	0	//정상											
9	0	37	2	0	1	0	0	1	//정상											
9	1	11	2	0	0	0	1	1	//정상											
9	2	15	3	5	0	0	2	2	//정상											
9	3	32	2	0	0	0	1	1	//정상											
9	4	37	2	0	0	0	1	1	//정상											
9	5	16	3	1	0	0	2	2	//정상											
9	6	16	3	2	0	0	2	2	//정상											
9	7	34	2	0	0	0	1	1	//정상											
9	8	30	2	0	0	0	1	1	//정상											
9	9	23	3	0	2	0	2	0	//정상											
end																				
// 맵 구성 번호	층	행 개수	열 개수																	
12	1	10	10																	
//행 번호	열 번호	맵 인덱스	지역 타입	지역 인덱스	상	하	좌	우	//게이트 입력 체크											
0	0	24	2	0	0	1	0	1	//정상											
0	1	19	3	4	0	2	2	2	//정상											
0	2	3	1	0	0	1	1	1	//정상											
0	3	8	3	1	0	2	2	2	//정상											
0	4	18	2	0	0	1	1	1	//정상											
0	5	15	2	0	0	1	1	1	//정상											
0	6	10	2	0	0	1	1	1	//정상											
0	7	2	3	1	0	0	2	2	//정상											
0	8	27	2	0	0	0	1	1	//정상											
0	9	11	2	0	0	1	1	0	//정상											
1	0	14	2	0	1	1	0	0	//정상											
1	1	7	2	0	1	1	0	1	//정상											
1	2	25	3	1	2	2	2	2	//정상											
1	3	7	3	1	2	2	2	2	//정상											
1	4	11	3	0	2	2	2	0	//정상											
1	5	29	3	4	2	2	0	2	//정상											
1	6	14	2	0	1	1	1	0	//정상											
1	7	4	2	0	0	0	0	1	//정상											
1	8	9	2	0	0	0	1	1	//정상											
1	9	11	2	0	1	1	1	0	//정상											
2	0	1	3	3	2	2	0	0	//정상											
2	1	35	3	5	2	2	0	2	//정상											
2	2	22	3	4	2	2	2	2	//정상											
2	3	33	2	0	1	1	1	1	//정상											
2	4	13	2	0	1	0	1	0	//정상											
2	5	35	2	0	1	1	0	0	//정상											
2	6	18	2	0	1	1	0	0	//정상											
2	7	2	3	5	0	0	0	2	//정상											
2	8	13	2	0	0	0	1	1	//정상											
2	9	24	2	0	1	1	1	0	//정상											
3	0	24	2	0	1	1	0	0	//정상											
3	1	28	2	0	1	1	0	0	//정상											
3	2	0	2	0	1	0	0	0	//정상											
3	3	37	3	0	2	2	0	2	//정상											
3	4	37	3	1	0	0	2	0	//정상											
3	5	22	3	4	2	2	0	0	//정상											
3	6	7	2	0	1	1	0	0	//정상											
3	7	6	2	0	0	1	0	1	//정상											
3	8	31	3	2	0	2	2	2	//정상											
3	9	21	3	0	2	2	2	0	//정상											
4	0	10	2	0	1	1	0	0	//정상											
4	1	5	2	0	1	1	0	1	//정상											
4	2	35	3	0	0	0	2	0	//정상											
4	3	19	3	4	2	2	0	2	//정상											
4	4	31	2	0	0	0	1	0	//정상											
4	5	19	3	0	2	2	0	2	//정상											
4	6	6	3	4	2	2	2	0	//정상											
4	7	24	2	0	1	1	0	0	//정상											
4	8	19	2	0	1	1	0	0	//정상											
4	9	35	2	0	1	1	0	0	//정상											
5	0	20	3	1	2	2	0	0	//정상											
5	1	8	3	5	2	2	0	2	//정상											
5	2	1	2	0	0	0	1	0	//정상											
5	3	21	2	0	1	1	0	1	//정상											
5	4	24	3	3	0	0	2	0	//정상											
5	5	34	3	0	2	0	0	2	//정상											
5	6	8	2	0	1	1	1	0	//정상											
5	7	31	2	0	1	1	0	0	//정상											
5	8	21	2	0	1	1	0	1	//정상											
5	9	17	2	0	1	1	1	0	//정상											
6	0	37	2	0	1	1	0	0	//정상											
6	1	18	2	0	1	1	0	1	//정상											
6	2	21	2	0	0	0	1	0	//정상											
6	3	36	3	1	2	2	0	2	//정상											
6	4	10	2	0	0	1	1	1	//정상											
6	5	32	3	5	0	0	2	0	//정상											
6	6	13	2	0	1	1	0	1	//정상											
6	7	6	2	0	1	0	1	1	//정상											
6	8	13	3	2	2	0	2	2	//정상											
6	9	0	2	0	1	1	1	0	//정상											
7	0	15	2	0	1	1	0	1	//정상											
7	1	10	3	1	2	2	2	2	//정상											
7	2	14	2	0	0	1	1	0	//정상											
7	3	14	3	0	2	2	0	0	//정상											
7	4	0	3	3	2	2	0	2	//정상											
7	5	11	4	0	0	0	1	0	//정상											
7	6	11	3	5	2	0	0	2	//정상											
7	7	2	2	0	0	0	1	1	//정상											
7	8	31	3	0	0	0	2	2	//정상											
7	9	30	2	0	1	1	1	0	//정상											
8	0	24	2	0	1	1	0	0	//정상											
8	1	30	3	3	2	2	0	2	//정상											
8	2	32	2	0	1	1	1	0	//정상											
8	3	19	3	5	2	0	0	0	//정상											
8	4	21	2	0	1	0	0	0	//정상											
8	5	13	3	3	0	2	0	2	//정상											
8	6	15	2	0	0	0	1	1	//정상											
8	7	31	3	2	0	0	2	2	//정상											
8	8	13	2	0	0	0	1	0	//정상											
8	9	3	3	4	2	2	0	0	//정상											
9	0	24	3	1	2	0	0	2	//정상											
9	1	10	2	0	1	0	1	1	//정상											
9	2	25	2	0	1	0	1	1	//정상											
9	3	27	2	0	0	0	1	1	//정상											
9	4	28	3	5	0	0	2	2	//정상											
9	5	0	2	0	1	0	1	1	//정상											
9	6	14	2	0	0	0	1	1	//정상											
9	7	36	2	0	0	0	1	1	//정상											
9	8	30	3	3	0	0	2	2	//정상											
9	9	33	2	0	1	0	1	0	//정상											
end																				
// 맵 구성 번호	층	행 개수	열 개수																	
13	1	10	10																	
//행 번호	열 번호	맵 인덱스	지역 타입	지역 인덱스	상	하	좌	우	//게이트 입력 체크											
0	0	7	3	1	0	0	0	2	//정상											
0	1	18	3	4	0	2	2	2	//정상											
0	2	16	2	0	0	1	1	1	//정상											
0	3	33	2	0	0	0	1	1	//정상											
0	4	21	3	4	0	2	2	2	//정상											
0	5	10	2	0	0	1	1	1	//정상											
0	6	26	2	0	0	0	1	1	//정상											
0	7	0	3	4	0	0	2	2	//정상											
0	8	16	2	0	0	0	1	1	//정상											
0	9	11	3	0	0	0	2	0	//정상											
1	0	4	3	5	0	2	0	2	//정상											
1	1	23	1	0	1	0	1	1	//정상											
1	2	29	3	1	2	0	2	2	//정상											
1	3	32	2	0	0	0	1	1	//정상											
1	4	7	2	0	1	0	1	1	//정상											
1	5	29	3	3	2	2	2	2	//정상											
1	6	19	3	0	0	2	2	2	//정상											
1	7	15	2	0	0	1	1	1	//정상											
1	8	7	2	0	0	1	1	1	//정상											
1	9	24	3	1	0	2	2	0	//정상											
2	0	8	2	0	1	1	0	1	//정상											
2	1	19	3	1	0	2	2	2	//정상											
2	2	35	2	0	0	0	1	1	//정상											
2	3	21	2	0	0	0	1	1	//정상											
2	4	30	3	5	0	0	2	2	//정상											
2	5	16	3	2	2	0	2	0	//정상											
2	6	17	2	0	1	1	0	0	//정상											
2	7	5	3	3	2	2	0	0	//정상											
2	8	30	2	0	1	1	0	0	//정상											
2	9	6	2	0	1	1	0	0	//정상											
3	0	22	2	0	1	1	0	0	//정상											
3	1	3	3	5	2	2	0	2	//정상											
3	2	1	2	0	0	1	1	1	//정상											
3	3	6	3	1	0	2	2	2	//정상											
3	4	33	2	0	0	0	1	1	//정상											
3	5	11	3	2	0	0	2	0	//정상											
3	6	34	2	0	1	1	0	0	//정상											
3	7	18	2	0	1	1	0	0	//정상											
3	8	2	2	0	1	1	0	0	//정상											
3	9	28	2	0	1	1	0	0	//정상											
4	0	10	2	0	1	1	0	0	//정상											
4	1	16	2	0	1	1	0	0	//정상											
4	2	9	3	0	2	0	0	0	//정상											
4	3	24	3	4	2	2	0	2	//정상											
4	4	37	2	0	0	1	1	1	//정상											
4	5	4	3	1	0	2	2	0	//정상											
4	6	11	3	4	2	2	0	0	//정상											
4	7	12	2	0	1	1	0	0	//정상											
4	8	15	2	0	1	0	0	0	//정상											
4	9	37	3	1	2	0	0	0	//정상											
5	0	28	3	1	2	2	0	0	//정상											
5	1	17	3	4	2	0	0	2	//정상											
5	2	13	2	0	0	0	1	0	//정상											
5	3	22	3	4	2	0	0	0	//정상											
5	4	3	3	5	2	0	0	0	//정상											
5	5	19	4	0	1	0	0	0	//정상											
5	6	24	3	1	2	2	0	2	//정상											
5	7	35	3	4	2	2	2	2	//정상											
5	8	17	2	0	0	1	1	1	//정상											
5	9	25	2	0	0	1	1	0	//정상											
6	0	36	2	0	1	1	0	1	//정상											
6	1	3	2	0	0	1	1	1	//정상											
6	2	22	2	0	0	0	1	1	//정상											
6	3	14	2	0	0	0	1	1	//정상											
6	4	5	2	0	0	0	1	1	//정상											
6	5	12	3	2	0	2	2	0	//정상											
6	6	30	2	0	1	1	0	1	//정상											
6	7	37	2	0	1	1	1	1	//정상											
6	8	14	2	0	1	0	1	1	//정상											
6	9	29	3	3	2	0	2	0	//정상											
7	0	30	2	0	1	1	0	0	//정상											
7	1	32	3	4	2	2	0	2	//정상											
7	2	12	2	0	0	0	1	1	//정상											
7	3	23	3	0	0	0	2	2	//정상											
7	4	29	2	0	0	0	1	1	//정상											
7	5	6	2	0	1	1	1	0	//정상											
7	6	1	3	3	2	2	0	2	//정상											
7	7	33	3	3	2	2	2	2	//정상											
7	8	16	2	0	0	1	1	1	//정상											
7	9	32	3	1	0	2	2	0	//정상											
8	0	25	3	0	2	2	0	0	//정상											
8	1	33	2	0	1	0	0	1	//정상											
8	2	21	2	0	0	0	1	1	//정상											
8	3	32	2	0	0	0	1	1	//정상											
8	4	7	2	0	0	0	1	1	//정상											
8	5	2	3	2	2	2	2	0	//정상											
8	6	10	2	0	1	1	0	1	//정상											
8	7	8	3	3	2	2	2	2	//정상											
8	8	0	3	4	2	0	2	2	//정상											
8	9	17	2	0	1	0	1	0	//정상											
9	0	36	2	0	1	0	0	1	//정상											
9	1	36	2	0	0	0	1	1	//정상											
9	2	34	2	0	0	0	1	1	//정상											
9	3	14	2	0	0	0	1	1	//정상											
9	4	1	3	2	0	0	2	2	//정상											
9	5	18	2	0	1	0	1	1	//정상											
9	6	23	2	0	1	0	1	1	//정상											
9	7	14	2	0	1	0	1	1	//정상											
9	8	30	2	0	0	0	1	1	//정상											
9	9	5	2	0	0	0	1	0	//정상											
end																				
// 맵 구성 번호	층	행 개수	열 개수																	
14	1	10	10																	
//행 번호	열 번호	맵 인덱스	지역 타입	지역 인덱스	상	하	좌	우	//게이트 입력 체크											
0	0	28	3	2	0	2	0	0	//정상											
0	1	20	2	0	0	1	0	1	//정상											
0	2	18	2	0	0	1	1	0	//정상											
0	3	10	3	1	0	2	0	2	//정상											
0	4	32	2	0	0	1	1	0	//정상											
0	5	29	3	0	0	0	0	2	//정상											
0	6	15	2	0	0	0	1	1	//정상											
0	7	14	2	0	0	0	1	1	//정상											
0	8	19	2	0	0	1	1	1	//정상											
0	9	31	3	2	0	2	2	0	//정상											
1	0	29	2	0	1	1	0	0	//정상											
1	1	21	3	2	2	2	0	0	//정상											
1	2	2	3	1	2	2	0	0	//정상											
1	3	2	2	0	1	1	0	1	//정상											
1	4	9	3	5	2	0	2	0	//정상											
1	5	30	2	0	0	1	0	1	//정상											
1	6	21	2	0	0	0	1	1	//정상											
1	7	19	2	0	0	0	1	1	//정상											
1	8	4	3	4	2	2	2	0	//정상											
1	9	32	2	0	1	1	0	0	//정상											
2	0	13	2	0	1	1	0	0	//정상											
2	1	15	2	0	1	1	0	1	//정상											
2	2	9	3	5	2	2	2	0	//정상											
2	3	12	3	4	2	2	0	0	//정상											
2	4	34	4	0	0	1	0	0	//정상											
2	5	9	3	1	2	2	0	2	//정상											
2	6	23	2	0	0	1	1	1	//정상											
2	7	5	2	0	0	1	1	0	//정상											
2	8	28	2	0	1	1	0	0	//정상											
2	9	28	3	5	2	2	0	0	//정상											
3	0	11	3	3	2	2	0	0	//정상											
3	1	10	2	0	1	1	0	0	//정상											
3	2	5	2	0	1	1	0	0	//정상											
3	3	32	2	0	1	1	0	0	//정상											
3	4	19	3	5	2	2	0	0	//정상											
3	5	24	3	3	2	2	0	0	//정상											
3	6	2	3	2	2	2	0	2	//정상											
3	7	32	2	0	1	1	1	0	//정상											
3	8	15	2	0	1	1	0	0	//정상											
3	9	17	2	0	1	1	0	0	//정상											
4	0	36	2	0	1	1	0	0	//정상											
4	1	9	3	4	2	2	0	2	//정상											
4	2	6	2	0	1	0	1	1	//정상											
4	3	24	3	0	2	0	2	2	//정상											
4	4	8	2	0	1	0	1	0	//정상											
4	5	11	2	0	1	1	0	0	//정상											
4	6	7	2	0	1	0	0	1	//정상											
4	7	16	3	0	2	2	2	0	//정상											
4	8	11	2	0	1	1	0	0	//정상											
4	9	9	2	0	1	1	0	0	//정상											
5	0	2	2	0	1	1	0	1	//정상											
5	1	6	3	1	2	2	2	2	//정상											
5	2	29	3	5	0	2	2	2	//정상											
5	3	2	2	0	0	1	1	1	//정상											
5	4	20	3	0	0	2	2	0	//정상											
5	5	7	3	3	2	2	0	0	//정상											
5	6	32	3	5	0	2	0	2	//정상											
5	7	10	2	0	1	1	1	0	//정상											
5	8	23	3	3	2	2	0	0	//정상											
5	9	27	2	0	1	1	0	0	//정상											
6	0	14	3	3	2	2	0	2	//정상											
6	1	12	2	0	1	1	1	1	//정상											
6	2	36	2	0	1	0	1	1	//정상											
6	3	37	3	5	2	0	2	0	//정상											
6	4	31	3	4	2	2	0	2	//정상											
6	5	29	2	0	1	0	1	0	//정상											
6	6	32	2	0	1	0	0	1	//정상											
6	7	19	3	1	2	2	2	2	//정상											
6	8	10	2	0	1	0	1	0	//정상											
6	9	19	2	0	1	1	0	0	//정상											
7	0	27	2	0	1	0	0	1	//정상											
7	1	28	2	0	1	1	1	0	//정상											
7	2	31	3	4	0	2	0	2	//정상											
7	3	24	2	0	0	1	1	0	//정상											
7	4	11	2	0	1	0	0	1	//정상											
7	5	12	2	0	0	0	1	1	//정상											
7	6	21	2	0	0	0	1	1	//정상											
7	7	25	3	1	2	0	2	2	//정상											
7	8	8	2	0	0	0	1	1	//정상											
7	9	18	2	0	1	1	1	0	//정상											
8	0	12	2	0	0	1	0	1	//정상											
8	1	6	3	1	2	2	2	2	//정상											
8	2	10	1	0	1	1	1	1	//정상											
8	3	3	3	2	2	2	2	2	//정상											
8	4	30	2	0	0	0	1	1	//정상											
8	5	35	2	0	0	0	1	1	//정상											
8	6	30	2	0	0	0	1	1	//정상											
8	7	5	3	4	0	0	2	2	//정상											
8	8	24	2	0	0	1	1	1	//정상											
8	9	4	3	1	2	0	2	0	//정상											
9	0	2	3	1	2	0	0	2	//정상											
9	1	15	2	0	1	0	1	1	//정상											
9	2	26	3	1	2	0	2	2	//정상											
9	3	10	2	0	1	0	1	1	//정상											
9	4	19	3	4	0	0	2	2	//정상											
9	5	7	3	0	0	0	2	2	//정상											
9	6	25	2	0	0	0	1	1	//정상											
9	7	14	2	0	0	0	1	1	//정상											
9	8	27	2	0	1	0	1	1	//정상											
9	9	11	3	4	0	0	2	0	//정상											
end																				
// 맵 구성 번호	층	행 개수	열 개수																	
15	1	10	10																	
//행 번호	열 번호	맵 인덱스	지역 타입	지역 인덱스	상	하	좌	우	//게이트 입력 체크											
0	0	0	2	0	0	1	0	1	//정상											
0	1	14	2	0	0	0	1	1	//정상											
0	2	22	3	1	0	2	2	2	//정상											
0	3	12	2	0	0	0	1	1	//정상											
0	4	29	2	0	0	0	1	1	//정상											
0	5	33	3	3	0	0	2	2	//정상											
0	6	11	2	0	0	0	1	1	//정상											
0	7	0	2	0	0	0	1	1	//정상											
0	8	7	2	0	0	0	1	1	//정상											
0	9	1	3	3	0	2	2	0	//정상											
1	0	5	3	0	2	2	0	2	//정상											
1	1	9	3	1	0	2	2	2	//정상											
1	2	36	1	0	1	1	1	1	//정상											
1	3	24	3	5	0	2	2	2	//정상											
1	4	35	2	0	0	0	1	1	//정상											
1	5	21	3	3	0	2	2	2	//정상											
1	6	0	2	0	0	1	1	0	//정상											
1	7	23	3	2	0	0	0	2	//정상											
1	8	19	2	0	0	0	1	1	//정상											
1	9	34	3	0	2	2	2	0	//정상											
2	0	16	3	2	2	2	0	2	//정상											
2	1	29	2	0	1	1	1	0	//정상											
2	2	24	3	5	2	0	0	2	//정상											
2	3	11	2	0	1	0	1	1	//정상											
2	4	22	2	0	0	0	1	1	//정상											
2	5	31	3	0	2	2	2	2	//정상											
2	6	8	2	0	1	1	1	0	//정상											
2	7	19	2	0	0	0	0	1	//정상											
2	8	24	3	5	0	0	2	2	//정상											
2	9	32	2	0	1	1	1	0	//정상											
3	0	26	2	0	1	1	0	1	//정상											
3	1	5	2	0	1	1	1	1	//정상											
3	2	24	3	4	0	2	2	2	//정상											
3	3	31	2	0	0	0	1	1	//정상											
3	4	28	3	3	0	0	2	2	//정상											
3	5	29	3	4	2	0	2	2	//정상											
3	6	25	2	0	1	0	1	0	//정상											
3	7	21	3	1	0	0	0	2	//정상											
3	8	21	2	0	0	0	1	1	//정상											
3	9	3	2	0	1	1	1	0	//정상											
4	0	7	2	0	1	1	0	1	//정상											
4	1	21	2	0	1	0	1	0	//정상											
4	2	0	2	0	1	1	0	1	//정상											
4	3	37	2	0	0	0	1	0	//정상											
4	4	31	3	1	0	2	0	0	//정상											
4	5	34	4	0	0	1	0	1	//정상											
4	6	29	3	0	0	0	2	2	//정상											
4	7	34	2	0	0	0	1	1	//정상											
4	8	35	2	0	0	1	1	0	//정상											
4	9	4	3	3	2	2	0	0	//정상											
5	0	29	2	0	1	1	0	1	//정상											
5	1	29	3	1	0	0	2	0	//정상											
5	2	31	3	0	2	2	0	2	//정상											
5	3	28	2	0	0	1	1	1	//정상											
5	4	9	3	4	2	2	2	2	//정상											
5	5	13	3	2	2	0	2	0	//정상											
5	6	27	3	0	0	2	0	2	//정상											
5	7	4	2	0	0	0	1	1	//정상											
5	8	19	3	2	2	0	2	0	//정상											
5	9	28	2	0	1	1	0	0	//정상											
6	0	19	2	0	1	1	0	0	//정상											
6	1	35	3	4	0	2	0	0	//정상											
6	2	15	2	0	1	1	0	0	//정상											
6	3	9	2	0	1	1	0	0	//정상											
6	4	4	2	0	1	1	0	0	//정상											
6	5	18	3	1	0	2	0	0	//정상											
6	6	2	3	1	2	2	0	2	//정상											
6	7	27	2	0	0	0	1	1	//정상											
6	8	8	2	0	0	0	1	0	//정상											
6	9	30	3	2	2	2	0	0	//정상											
7	0	19	3	1	2	2	0	0	//정상											
7	1	26	2	0	1	1	0	0	//정상											
7	2	22	2	0	1	1	0	0	//정상											
7	3	26	2	0	1	1	0	0	//정상											
7	4	0	3	3	2	2	0	0	//정상											
7	5	21	2	0	1	1	0	0	//정상											
7	6	21	3	2	2	0	0	2	//정상											
7	7	24	2	0	0	0	1	1	//정상											
7	8	21	2	0	0	1	1	0	//정상											
7	9	24	2	0	1	1	0	0	//정상											
8	0	34	2	0	1	1	0	0	//정상											
8	1	6	2	0	1	1	0	0	//정상											
8	2	12	2	0	1	0	0	0	//정상											
8	3	21	3	3	2	0	0	0	//정상											
8	4	8	2	0	1	0	0	0	//정상											
8	5	15	3	3	2	0	0	2	//정상											
8	6	23	3	2	0	2	2	0	//정상											
8	7	36	2	0	0	1	0	1	//정상											
8	8	37	3	4	2	2	2	0	//정상											
8	9	34	3	5	2	2	0	0	//정상											
9	0	35	2	0	1	0	0	1	//정상											
9	1	16	3	0	2	0	2	2	//정상											
9	2	22	2	0	0	0	1	1	//정상											
9	3	18	2	0	0	0	1	1	//정상											
9	4	20	2	0	0	0	1	1	//정상											
9	5	35	2	0	0	0	1	0	//정상											
9	6	17	2	0	1	0	0	1	//정상											
9	7	9	2	0	1	0	1	0	//정상											
9	8	18	3	4	2	0	0	2	//정상											
9	9	9	2	0	1	0	1	0	//정상											
end																				
// 맵 구성 번호	층	행 개수	열 개수																	
16	1	10	10																	
//행 번호	열 번호	맵 인덱스	지역 타입	지역 인덱스	상	하	좌	우	//게이트 입력 체크											
0	0	1	2	0	0	1	0	1	//정상											
0	1	31	2	0	0	1	1	1	//정상											
0	2	0	3	0	0	2	2	2	//정상											
0	3	5	2	0	0	0	1	1	//정상											
0	4	4	2	0	0	0	1	1	//정상											
0	5	0	2	0	0	0	1	1	//정상											
0	6	23	2	0	0	0	1	1	//정상											
0	7	31	2	0	0	0	1	1	//정상											
0	8	7	2	0	0	0	1	1	//정상											
0	9	27	3	3	0	2	2	0	//정상											
1	0	16	2	0	1	1	0	1	//정상											
1	1	21	3	5	2	2	2	2	//정상											
1	2	0	1	0	1	1	1	1	//정상											
1	3	28	3	3	0	2	2	2	//정상											
1	4	18	2	0	0	0	1	1	//정상											
1	5	29	2	0	0	0	1	1	//정상											
1	6	32	2	0	0	0	1	1	//정상											
1	7	8	3	4	0	0	2	2	//정상											
1	8	11	2	0	0	1	1	1	//정상											
1	9	1	2	0	1	1	1	0	//정상											
2	0	0	2	0	1	1	0	1	//정상											
2	1	21	2	0	1	0	1	0	//정상											
2	2	18	3	4	2	2	0	0	//정상											
2	3	30	2	0	1	1	0	0	//정상											
2	4	30	2	0	0	1	0	1	//정상											
2	5	0	3	3	0	2	2	2	//정상											
2	6	22	2	0	0	1	1	1	//정상											
2	7	37	2	0	0	1	1	1	//정상											
2	8	6	2	0	1	1	1	1	//정상											
2	9	7	3	1	2	2	2	0	//정상											
3	0	8	3	4	2	2	0	2	//정상											
3	1	24	2	0	0	1	1	1	//정상											
3	2	19	2	0	1	0	1	1	//정상											
3	3	7	3	0	2	0	2	0	//정상											
3	4	22	2	0	1	1	0	0	//정상											
3	5	16	3	3	2	2	0	0	//정상											
3	6	31	2	0	1	1	0	0	//정상											
3	7	34	2	0	1	1	0	0	//정상											
3	8	22	2	0	1	1	0	1	//정상											
3	9	25	2	0	1	1	1	0	//정상											
4	0	3	3	2	2	2	0	2	//정상											
4	1	1	2	0	1	1	1	1	//정상											
4	2	21	2	0	0	1	1	1	//정상											
4	3	20	3	2	0	0	2	0	//정상											
4	4	19	3	0	2	0	0	2	//정상											
4	5	34	4	0	1	1	1	1	//정상											
4	6	17	3	1	2	2	2	2	//정상											
4	7	36	3	1	2	2	2	2	//정상											
4	8	30	3	2	2	2	2	2	//정상											
4	9	29	3	3	2	2	2	0	//정상											
5	0	30	2	0	1	1	0	0	//정상											
5	1	0	3	3	2	2	0	0	//정상											
5	2	17	3	1	2	2	0	2	//정상											
5	3	6	2	0	0	1	1	1	//정상											
5	4	21	2	0	0	1	1	1	//정상											
5	5	34	3	3	2	2	2	2	//정상											
5	6	29	3	4	2	2	2	2	//정상											
5	7	3	2	0	1	0	1	1	//정상											
5	8	9	2	0	1	0	1	0	//정상											
5	9	30	2	0	1	1	0	0	//정상											
6	0	19	2	0	1	1	0	1	//정상											
6	1	6	2	0	1	1	1	1	//정상											
6	2	11	2	0	1	1	1	1	//정상											
6	3	37	3	0	2	2	2	2	//정상											
6	4	11	2	0	1	1	1	0	//정상											
6	5	14	2	0	1	1	0	0	//정상											
6	6	26	3	1	2	2	0	2	//정상											
6	7	10	2	0	0	1	1	1	//정상											
6	8	3	3	0	0	2	2	0	//정상											
6	9	26	2	0	1	1	0	0	//정상											
7	0	28	3	1	2	2	0	2	//정상											
7	1	2	2	0	1	1	1	1	//정상											
7	2	25	3	5	2	2	2	2	//정상											
7	3	7	2	0	1	1	1	1	//정상											
7	4	22	3	4	2	2	2	0	//정상											
7	5	25	2	0	1	1	0	0	//정상											
7	6	8	2	0	1	0	0	1	//정상											
7	7	6	2	0	1	0	1	1	//정상											
7	8	11	2	0	1	0	1	1	//정상											
7	9	31	3	3	2	2	2	0	//정상											
8	0	37	2	0	1	1	0	1	//정상											
8	1	24	2	0	1	1	1	1	//정상											
8	2	10	3	5	2	2	2	2	//정상											
8	3	24	3	4	2	2	2	2	//정상											
