// 서버, 클라이언트 사용 스크립트																				
																				
//차원의 미궁 지역으로 사용할 기존 맵 설정																				
0																				
//인덱스	맵 번호	시작X	시작Y	종료X	종료Y															
6	7	18	3	0	2	2	0	2	//정상											
6	8	20	3	5	2	0	2	0	//정상											
6	9	13	2	0	1	1	0	0	//정상											
7	0	17	3	3	2	2	0	0	//정상											
7	1	13	2	0	1	1	0	1	//정상											
7	2	4	2	0	1	1	1	0	//정상											
7	3	15	2	0	0	1	0	0	//정상											
7	4	1	2	0	1	0	0	1	//정상											
7	5	16	2	0	1	0	1	1	//정상											
7	6	21	2	0	1	1	1	0	//정상											
7	7	19	2	0	1	1	0	1	//정상											
7	8	18	2	0	0	0	1	0	//정상											
7	9	7	2	0	1	1	0	0	//정상											
8	0	13	3	1	2	2	0	0	//정상											
8	1	14	2	0	1	1	0	1	//정상											
8	2	20	2	0	1	1	1	1	//정상											
8	3	23	3	2	2	2	2	2	//정상											
8	4	11	2	0	0	0	1	1	//정상											
8	5	23	2	0	0	1	1	0	//정상											
8	6	10	3	6	2	2	0	0	//정상											
8	7	11	2	0	1	1	0	1	//정상											
8	8	17	3	1	0	2	2	2	//정상											
8	9	16	3	0	2	2	2	0	//정상											
9	0	14	2	0	1	0	0	0	//정상											
9	1	3	2	0	1	0	0	0	//정상											
9	2	18	3	5	2	0	0	0	//정상											
9	3	1	3	5	2	0	0	2	//정상											
9	4	8	2	0	0	0	1	1	//정상											
9	5	24	2	0	1	0	1	1	//정상											
9	6	19	2	0	1	0	1	1	//정상											
9	7	2	2	0	1	0	1	1	//정상											
9	8	17	3	0	2	0	2	2	//정상											
9	9	14	2	0	1	0	1	0	//정상											
end																				
// 맵 구성 번호	단계	행 개수	열 개수																	
23	6	10	10																	
//행 번호	열 번호	맵 인덱스	지역 타입	지역 인덱스	상	하	좌	우	//게이트 입력 체크											
0	0	4	2	0	0	1	0	1	//정상											
0	1	3	3	2	0	0	2	2	//정상											
0	2	15	2	0	0	1	1	1	//정상											
0	3	12	2	0	0	0	1	1	//정상											
0	4	23	2	0	0	0	1	1	//정상											
0	5	20	3	0	0	2	2	2	//정상											
0	6	14	2	0	0	1	1	0	//정상											
0	7	20	2	0	0	1	0	1	//정상											
0	8	5	2	0	0	0	1	1	//정상											
0	9	10	2	0	0	1	1	0	//정상											
1	0	23	3	0	2	2	0	2	//정상											
1	1	24	2	0	0	1	1	1	//정상											
1	2	5	3	5	2	2	2	2	//정상											
1	3	22	2	0	0	1	1	0	//정상											
1	4	15	2	0	0	1	0	1	//정상											
1	5	2	2	0	1	0	1	1	//정상											
1	6	8	3	6	2	0	2	0	//정상											
1	7	4	2	0	1	0	0	1	//정상											
1	8	16	4	5	0	0	1	0	//정상											
1	9	5	2	0	1	1	0	0	//정상											
2	0	0	2	0	1	1	0	1	//정상											
2	1	16	2	0	1	1	1	0	//정상											
2	2	0	3	0	2	2	0	0	//정상											
2	3	14	2	0	1	1	0	0	//정상											
2	4	6	2	0	1	1	0	0	//정상											
2	5	5	2	0	0	1	0	1	//정상											
2	6	24	2	0	0	1	1	1	//정상											
2	7	9	2	0	0	0	1	1	//정상											
2	8	13	3	2	0	0	2	0	//정상											
2	9	16	2	0	1	1	0	0	//정상											
3	0	1	3	3	2	2	0	2	//정상											
3	1	18	2	0	1	1	1	0	//정상											
3	2	18	3	6	2	2	0	0	//정상											
3	3	17	2	0	1	1	0	0	//정상											
3	4	23	2	0	1	1	0	0	//정상											
3	5	18	2	0	1	1	0	0	//정상											
3	6	3	2	0	1	0	0	1	//정상											
3	7	5	3	3	0	0	2	2	//정상											
3	8	8	2	0	0	1	1	1	//정상											
3	9	9	2	0	1	0	1	0	//정상											
4	0	10	3	2	2	2	0	0	//정상											
4	1	3	3	3	2	2	0	0	//정상											
4	2	22	3	5	2	0	0	0	//정상											
4	3	23	2	0	1	1	0	0	//정상											
4	4	21	2	0	1	1	0	0	//정상											
4	5	7	2	0	1	1	0	0	//정상											
4	6	16	3	5	0	2	0	2	//정상											
4	7	11	2	0	0	0	1	1	//정상											
4	8	14	3	2	2	0	2	2	//정상											
4	9	6	3	6	0	2	2	0	//정상											
5	0	6	2	0	1	0	0	0	//정상											
5	1	21	2	0	1	1	0	1	//정상											
5	2	19	3	3	0	0	2	0	//정상											
5	3	13	2	0	1	1	0	0	//정상											
5	4	7	2	0	1	1	0	0	//정상											
5	5	3	2	0	1	1	0	0	//정상											
5	6	12	3	6	2	0	0	0	//정상											
5	7	2	3	2	0	2	0	0	//정상											
5	8	2	2	0	0	1	0	0	//정상											
5	9	11	3	5	2	2	0	0	//정상											
6	0	18	2	0	0	1	0	0	//정상											
6	1	17	2	0	1	1	0	1	//정상											
6	2	19	3	5	0	0	2	0	//정상											
6	3	1	3	2	2	2	0	2	//정상											
6	4	21	3	5	2	2	2	0	//정상											
6	5	6	2	0	1	0	0	1	//정상											
6	6	21	2	0	0	0	1	1	//정상											
6	7	2	2	0	1	0	1	1	//정상											
6	8	24	2	0	1	1	1	1	//정상											
6	9	14	3	0	2	0	2	0	//정상											
7	0	14	3	1	2	2	0	2	//정상											
7	1	17	2	0	1	1	1	1	//정상											
7	2	7	2	0	0	0	1	0	//정상											
7	3	8	2	0	1	1	0	0	//정상											
7	4	23	2	0	1	1	0	0	//정상											
7	5	5	3	3	0	2	0	0	//정상											
7	6	2	2	0	0	1	0	0	//정상											
7	7	22	3	3	0	2	0	2	//정상											
7	8	0	2	0	1	1	1	1	//정상											
7	9	1	2	0	0	0	1	0	//정상											
8	0	17	3	6	2	2	0	2	//정상											
8	1	5	1	0	1	1	1	1	//정상											
8	2	20	3	6	0	2	2	0	//정상											
8	3	19	2	0	1	0	0	1	//정상											
8	4	4	2	0	1	0	1	1	//정상											
8	5	22	2	0	1	0	1	1	//정상											
8	6	1	3	6	2	0	2	2	//정상											
8	7	4	2	0	1	0	1	1	//정상											
8	8	13	2	0	1	0	1	1	//정상											
8	9	10	3	0	0	0	2	0	//정상											
9	0	18	3	3	2	0	0	2	//정상											
9	1	20	3	0	2	0	2	2	//정상											
9	2	11	2	0	1	0	1	1	//정상											
9	3	9	2	0	0	0	1	1	//정상											
9	4	24	3	4	0	0	2	2	//정상											
9	5	14	2	0	0	0	1	1	//정상											
9	6	7	3	2	0	0	2	2	//정상											
9	7	13	2	0	0	0	1	1	//정상											
9	8	11	2	0	0	0	1	1	//정상											
9	9	14	3	0	0	0	2	0	//정상											
end																				
// 맵 구성 번호	단계	행 개수	열 개수																	
24	6	10	10																	
//행 번호	열 번호	맵 인덱스	지역 타입	지역 인덱스	상	하	좌	우	//게이트 입력 체크											
0	0	13	2	0	0	1	0	1	//정상											
0	1	6	3	5	0	0	2	2	//정상											
0	2	8	3	4	0	0	2	2	//정상											
0	3	19	2	0	0	0	1	1	//정상											
0	4	1	2	0	0	0	1	1	//정상											
0	5	8	3	4	0	0	2	2	//정상											
0	6	9	2	0	0	0	1	1	//정상											
0	7	13	3	1	0	2	2	2	//정상											
0	8	15	2	0	0	1	1	1	//정상											
0	9	15	3	1	0	2	2	0	//정상											
1	0	23	3	1	2	2	0	2	//정상											
1	1	19	2	0	0	1	1	1	//정상											
1	2	22	3	0	0	2	2	2	//정상											
1	3	0	2	0	0	1	1	1	//정상											
1	4	20	2	0	0	1	1	1	//정상											
1	5	10	2	0	0	1	1	1	//정상											
1	6	17	2	0	0	1	1	0	//정상											
1	7	4	3	4	2	2	0	2	//정상											
1	8	20	3	5	2	2	2	2	//정상											
1	9	0	2	0	1	1	1	0	//정상											
2	0	11	2	0	1	1	0	0	//정상											
2	1	20	3	1	2	2	0	2	//정상											
2	2	21	3	5	2	0	2	2	//정상											
2	3	18	2	0	1	1	1	0	//정상											
2	4	21	3	0	2	2	0	0	//정상											
2	5	17	3	1	2	2	0	0	//정상											
2	6	0	2	0	1	1	0	0	//정상											
2	7	23	3	3	2	0	0	2	//정상											
2	8	12	2	0	1	0	1	1	//정상											
2	9	12	3	6	2	2	2	0	//정상											
3	0	1	2	0	1	1	0	0	//정상											
3	1	15	3	2	2	2	0	2	//정상											
3	2	14	2	0	0	1	1	1	//정상											
3	3	1	2	0	1	1	1	0	//정상											
3	4	18	2	0	1	1	0	0	//정상											
3	5	20	3	1	2	2	0	2	//정상											
3	6	19	2	0	1	1	1	1	//정상											
3	7	24	3	1	0	2	2	2	//정상											
3	8	18	2	0	0	1	1	0	//정상											
3	9	6	2	0	1	1	0	0	//정상											
4	0	10	3	0	2	0	0	0	//정상											
4	1	9	2	0	1	1	0	0	//정상											
4	2	20	2	0	1	1	0	1	//정상											
4	3	16	2	0	1	0	1	0	//정상											
4	4	12	3	0	2	0	0	0	//정상											
4	5	18	3	0	2	2	0	0	//정상											
4	6	17	3	0	2	2	0	0	//정상											
4	7	18	3	0	2	2	0	0	//정상											
4	8	7	2	0	1	1	0	0	//정상											
4	9	19	2	0	1	1	0	0	//정상											
5	0	13	3	5	0	2	0	2	//정상											
5	1	5	2	0	1	1	1	0	//정상											
5	2	17	2	0	1	0	0	1	//정상											
5	3	9	2	0	0	0	1	1	//정상											
5	4	23	3	2	0	0	2	2	//정상											
5	5	17	2	0	1	1	1	0	//정상											
5	6	9	3	0	2	2	0	0	//정상											
5	7	2	2	0	1	0	0	1	//정상											
5	8	14	2	0	1	1	1	0	//정상											
5	9	1	3	5	2	2	0	0	//정상											
6	0	10	2	0	1	1	0	0	//정상											
6	1	8	2	0	1	1	0	0	//정상											
6	2	22	3	1	0	2	0	0	//정상											
6	3	12	2	0	0	1	0	0	//정상											
6	4	18	3	6	0	2	0	0	//정상											
6	5	5	2	0	1	1	0	0	//정상											
6	6	20	2	0	1	1	0	0	//정상											
6	7	15	4	5	0	0	0	1	//정상											
6	8	0	2	0	1	0	1	0	//정상											
6	9	4	2	0	1	1	0	0	//정상											
7	0	21	2	0	1	1	0	0	//정상											
7	1	14	2	0	1	0	0	1	//정상											
7	2	22	2	0	1	0	1	1	//정상											
7	3	0	2	0	1	0	1	1	//정상											
7	4	24	2	0	1	1	1	0	//정상											
7	5	5	2	0	1	1	0	0	//정상											
7	6	23	2	0	1	1	0	0	//정상											
7	7	16	3	2	0	2	0	2	//정상											
7	8	20	2	0	0	1	1	1	//정상											
7	9	8	3	1	2	2	2	0	//정상											
8	0	2	2	0	1	1	0	0	//정상											
8	1	16	2	0	0	1	0	1	//정상											
8	2	16	3	1	0	2	2	0	//정상											
8	3	3	3	1	0	2	0	0	//정상											
8	4	18	2	0	1	0	0	1	//정상											
8	5	19	2	0	1	0	1	0	//정상											
8	6	20	3	1	2	0	0	0	//정상											
8	7	16	3	6	2	2	0	2	//정상											
8	8	12	2	0	1	1	1	0	//정상											
8	9	10	3	0	2	2	0	0	//정상											
9	0	7	2	0	1	0	0	1	//정상											
9	1	18	2	0	1	0	1	1	//정상											
9	2	14	2	0	1	0	1	1	//정상											
9	3	7	2	0	1	0	1	1	//정상											
9	4	8	2	0	0	0	1	1	//정상											
9	5	17	2	0	0	0	1	1	//정상											
9	6	16	2	0	0	0	1	1	//정상											
9	7	13	2	0	1	0	1	1	//정상											
9	8	23	2	0	1	0	1	0	//정상											
9	9	2	1	0	1	0	0	0	//정상											
end																				
// 맵 구성 번호	단계	행 개수	열 개수																	
25	7	10	10																	
//행 번호	열 번호	맵 인덱스	지역 타입	지역 인덱스	상	하	좌	우	//게이트 입력 체크											
0	0	20	3	6	0	0	0	2	//정상											
0	1	13	2	0	0	1	1	1	//정상											
0	2	19	2	0	0	1	1	0	//정상											
0	3	15	3	2	0	0	0	2	//정상											
0	4	3	3	1	0	2	2	2	//정상											
0	5	6	2	0	0	0	1	0	//정상											
0	6	0	3	1	0	2	0	2	//정상											
0	7	21	3	2	0	2	2	0	//정상											
0	8	12	3	3	0	2	0	0	//정상											
0	9	21	3	4	0	2	0	0	//정상											
1	0	2	3	5	0	0	0	2	//정상											
1	1	15	3	5	2	2	2	0	//정상											
1	2	9	2	0	1	1	0	0	//정상											
1	3	10	2	0	0	0	0	1	//정상											
1	4	1	3	6	2	2	2	2	//정상											
1	5	21	3	0	0	0	2	0	//정상											
1	6	17	3	6	2	0	0	2	//정상											
1	7	5	3	2	2	2	2	0	//정상											
1	8	16	2	0	1	1	0	1	//정상											
1	9	24	3	1	2	2	2	0	//정상											
2	0	8	3	1	0	2	0	2	//정상											
2	1	16	2	0	1	1	1	0	//정상											
2	2	15	3	2	2	0	0	2	//정상											
2	3	16	2	0	0	1	1	1	//정상											
2	4	18	3	0	2	2	2	2	//정상											
2	5	8	3	3	0	0	2	0	//정상											
2	6	3	2	0	0	1	0	1	//정상											
2	7	17	3	1	2	2	2	2	//정상											
2	8	23	2	0	1	1	1	0	//정상											
2	9	8	2	0	1	1	0	0	//정상											
3	0	18	2	0	1	1	0	0	//정상											
3	1	1	3	4	2	0	0	0	//정상											
3	2	0	3	5	0	2	0	0	//정상											
3	3	18	3	2	2	0	0	0	//정상											
3	4	20	3	0	2	2	0	0	//정상											
3	5	23	3	0	0	2	0	2	//정상											
3	6	16	2	0	1	0	1	0	//정상											
3	7	14	2	0	1	1	0	1	//정상											
3	8	16	3	1	2	0	2	0	//정상											
3	9	0	3	1	2	2	0	0	//정상											
4	0	24	3	2	2	2	0	0	//정상											
4	1	12	3	1	0	0	0	2	//정상											
4	2	7	3	3	2	0	2	2	//정상											
4	3	1	3	5	0	0	2	2	//정상											
4	4	2	1	0	1	1	1	0	//정상											
4	5	6	4	6	1	0	0	0	//정상											
4	6	1	3	3	0	0	0	2	//정상											
4	7	16	3	4	2	0	2	2	//정상											
4	8	23	2	0	0	1	1	1	//정상											
4	9	9	2	0	1	0	1	0	//정상											
5	0	0	2	0	1	0	0	1	//정상											
5	1	20	2	0	0	1	1	1	//정상											
5	2	11	3	1	0	2	2	2	//정상											
5	3	23	3	0	0	0	2	0	//정상											
5	4	12	3	4	2	0	0	2	//정상											
5	5	7	3	2	0	0	2	0	//정상											
5	6	8	2	0	0	1	0	1	//정상											
5	7	24	3	2	0	2	2	0	//정상											
5	8	21	3	4	2	0	0	2	//정상											
5	9	18	2	0	0	1	1	0	//정상											
6	0	14	3	3	0	0	0	2	//정상											
6	1	11	3	4	2	2	2	2	//정상											
6	2	24	2	0	1	0	1	1	//정상											
6	3	12	3	4	0	0	2	2	//정상											
6	4	9	3	2	0	2	2	2	//정상											
6	5	23	3	5	0	0	2	0	//정상											
6	6	18	2	0	1	1	0	0	//정상											
6	7	4	2	0	1	1	0	0	//정상											
6	8	21	3	3	0	2	0	0	//정상											
6	9	5	2	0	1	1	0	0	//정상											
7	0	15	2	0	0	1	0	1	//정상											
7	1	3	2	0	1	0	1	1	//정상											
7	2	4	3	1	0	0	2	0	//정상											
7	3	21	3	5	0	2	0	0	//정상											
7	4	10	2	0	1	1	0	1	//정상											
7	5	22	2	0	0	0	1	1	//정상											
7	6	9	3	6	2	0	2	2	//정상											
7	7	18	3	6	2	0	2	2	//정상											
7	8	4	2	0	1	0	1	1	//정상											
7	9	0	3	2	2	0	2	0	//정상											
8	0	20	2	0	1	1	0	1	//정상											
8	1	14	3	1	0	2	2	0	//정상											
8	2	4	2	0	0	1	0	1	//정상											
8	3	15	2	0	1	0	1	1	//정상											
8	4	13	3	0	2	2	2	2	//정상											
8	5	16	3	2	0	0	2	0	//정상											
8	6	21	2	0	0	0	0	1	//정상											
8	7	9	3	0	0	2	2	2	//정상											
8	8	6	3	6	0	0	2	2	//정상											
8	9	10	2	0	0	1	1	0	//정상											
9	0	14	3	2	2	0	0	0	//정상											
9	1	6	2	0	1	0	0	1	//정상											
9	2	24	2	0	1	0	1	1	//정상											
9	3	10	3	5	0	0	2	0	//정상											
9	4	5	3	0	2	0	0	2	//정상											
9	5	13	3	4	0	0	2	2	//정상											
9	6	16	2	0	0	0	1	1	//정상											
9	7	10	3	1	2	0	2	2	//정상											
9	8	23	2	0	0	0	1	1	//정상											
9	9	15	3	4	2	0	2	0	//정상											
end																				
// 맵 구성 번호	단계	행 개수	열 개수																	
26	7	10	10																	
//행 번호	열 번호	맵 인덱스	지역 타입	지역 인덱스	상	하	좌	우	//게이트 입력 체크											
0	0	19	2	0	0	1	0	1	//정상											
0	1	5	3	3	0	2	2	2	//정상											
0	2	0	3	0	0	2	2	2	//정상											
0	3	16	2	0	0	0	1	0	//정상											
0	4	21	2	0	0	1	0	1	//정상											
0	5	22	2	0	0	1	1	1	//정상											
0	6	20	2	0	0	1	1	0	//정상											
0	7	1	3	1	0	0	0	2	//정상											
0	8	17	3	6	0	2	2	2	//정상											
0	9	9	2	0	0	1	1	0	//정상											
1	0	0	3	3	2	0	0	2	//정상											
1	1	21	3	2	2	0	2	2	//정상											
1	2	2	2	0	1	1	1	0	//정상											
1	3	9	3	3	0	2	0	0	//정상											
1	4	19	2	0	1	1	0	1	//정상											
1	5	10	3	6	2	2	2	2	//정상											
1	6	11	3	6	2	2	2	0	//정상											
1	7	21	4	6	0	1	0	0	//정상											
1	8	2	2	0	1	1	0	0	//정상											
1	9	21	2	0	1	1	0	0	//정상											
2	0	14	3	5	0	2	0	0	//정상											
2	1	3	3	0	0	2	0	2	//정상											
2	2	0	2	0	1	1	1	1	//정상											
2	3	8	3	1	2	2	2	0	//정상											
2	4	18	2	0	1	1	0	1	//정상											
2	5	18	3	2	2	0	2	2	//정상											
2	6	11	3	5	2	0	2	0	//정상											
2	7	7	3	4	2	0	0	2	//정상											
2	8	7	3	5	2	0	2	0	//정상											
2	9	22	2	0	1	1	0	0	//정상											
3	0	8	2	0	1	1	0	0	//정상											
3	1	12	3	3	2	2	0	0	//정상											
3	2	20	2	0	1	1	0	0	//정상											
3	3	15	2	0	1	0	0	1	//정상											
3	4	11	3	5	2	2	2	2	//정상											
3	5	2	3	5	0	0	2	0	//정상											
3	6	19	2	0	0	1	0	1	//정상											
3	7	19	3	5	0	0	2	0	//정상											
3	8	8	3	4	0	0	0	2	//정상											
3	9	7	3	1	2	2	2	0	//정상											
4	0	16	3	0	2	2	0	2	//정상											
4	1	13	2	0	1	1	1	0	//정상											
4	2	16	3	2	2	2	0	0	//정상											
4	3	9	3	4	0	2	0	0	//정상											
4	4	13	2	0	1	0	0	1	//정상											
4	5	16	2	0	0	1	1	0	//정상											
4	6	13	3	0	2	2	0	0	//정상											
4	7	2	3	4	0	0	0	2	//정상											
4	8	19	3	3	0	2	2	2	//정상											
4	9	7	3	0	2	0	2	0	//정상											
5	0	16	2	0	1	1	0	1	//정상											
5	1	12	3	1	2	2	2	2	//정상											
5	2	1	1	0	1	1	1	1	//정상											
5	3	3	3	3	2	2	2	0	//정상											
5	4	3	2	0	0	1	0	1	//정상											
5	5	16	3	2	2	0	2	0	//정상											
5	6	12	2	0	1	1	0	0	//정상											
5	7	10	3	5	0	0	0	2	//정상											
5	8	7	2	0	1	1	1	0	//정상											
5	9	15	2	0	0	1	0	0	//정상											
6	0	18	2	0	1	1	0	0	//정상											
6	1	15	2	0	1	0	0	1	//정상											
6	2	24	3	1	2	2	2	2	//정상											
6	3	10	3	5	2	2	2	0	//정상											
6	4	4	2	0	1	1	0	1	//정상											
6	5	0	2	0	0	0	1	0	//정상											
6	6	15	2	0	1	1	0	1	//정상											
6	7	9	3	3	0	0	2	2	//정상											
6	8	19	3	5	2	0	2	0	//정상											
6	9	18	3	0	2	2	0	0	//정상											
7	0	17	3	3	2	2	0	2	//정상											
7	1	23	2	0	0	0	1	0	//정상											
7	2	10	2	0	1	1	0	0	//정상											
7	3	16	2	0	1	0	0	0	//정상											
7	4	0	3	3	2	2	0	2	//정상											
7	5	4	3	5	0	0	2	0	//정상											
7	6	4	3	4	2	2	0	2	//정상											
7	7	5	3	6	0	0	2	0	//정상											
7	8	3	3	0	0	2	0	2	//정상											
7	9	0	3	5	2	2	2	0	//정상											
8	0	21	3	4	2	2	0	0	//정상											
8	1	20	3	0	0	2	0	2	//정상											
8	2	17	3	3	2	2	2	2	//정상											
8	3	14	3	1	0	2	2	0	//정상											
8	4	15	3	5	2	2	0	0	//정상											
8	5	23	3	2	0	2	0	0	//정상											
8	6	20	2	0	1	1	0	1	//정상											
8	7	9	3	5	0	0	2	0	//정상											
8	8	5	3	3	2	2	0	2	//정상											
8	9	24	2	0	1	1	1	0	//정상											
9	0	21	2	0	1	0	0	0	//정상											
9	1	15	3	3	2	0	0	2	//정상											
9	2	4	3	1	2	0	2	2	//정상											
9	3	11	3	4	2	0	2	0	//정상											
9	4	0	3	6	2	0	0	2	//정상											
9	5	16	2	0	1	0	1	1	//정상											
9	6	1	3	5	2	0	2	2	//정상											
9	7	15	3	6	0	0	2	2	//정상											
9	8	13	2	0	1	0	1	1	//정상											
9	9	2	3	5	2	0	2	0	//정상											
end																				
// 맵 구성 번호	단계	행 개수	열 개수																	
27	7	10	10																	
//행 번호	열 번호	맵 인덱스	지역 타입	지역 인덱스	상	하	좌	우	//게이트 입력 체크											
0	0	2	3	6	0	0	0	2	//정상											
0	1	7	3	3	0	2	2	0	//정상											
0	2	24	3	0	0	0	0	2	//정상											
0	3	12	3	0	0	2	2	2	//정상											
0	4	13	2	0	0	1	1	1	//정상											
0	5	1	3	0	0	2	2	0	//정상											
0	6	22	3	3	0	2	0	2	//정상											
0	7	10	3	4	0	2	2	2	//정상											
0	8	14	2	0	0	0	1	1	//정상											
0	9	5	3	3	0	2	2	0	//정상											
1	0	23	3	3	0	2	0	2	//정상											
1	1	19	1	0	1	1	1	1	//정상											
1	2	3	3	1	0	0	2	0	//정상											
1	3	5	2	0	1	0	0	1	//정상											
1	4	7	2	0	1	0	1	1	//정상											
1	5	13	3	5	2	2	2	0	//정상											
1	6	5	3	6	2	2	0	2	//정상											
1	7	10	3	5	2	2	2	0	//정상											
1	8	3	2	0	0	1	0	0	//정상											
1	9	14	2	0	1	1	0	0	//정상											
2	0	20	2	0	1	1	0	0	//정상											
2	1	19	3	6	2	0	0	0	//정상											
2	2	5	3	0	0	2	0	0	//정상											
2	3	1	2	0	0	1	0	1	//정상											
2	4	24	3	1	0	0	2	2	//정상											
2	5	1	2	0	1	1	1	0	//정상											
2	6	17	2	0	1	1	0	0	//정상											
2	7	13	2	0	1	1	0	0	//정상											
2	8	0	3	6	2	2	0	2	//정상											
2	9	6	3	2	2	2	2	0	//정상											
3	0	22	3	3	2	2	0	2	//정상											
3	1	6	3	3	0	2	2	2	//정상											
3	2	17	2	0	1	1	1	0	//정상											
3	3	0	3	3	2	2	0	2	//정상											
3	4	7	2	0	0	0	1	0	//정상											
3	5	2	3	6	2	2	0	2	//정상											
3	6	18	2	0	1	0	1	0	//정상											
3	7	20	3	6	2	0	0	0	//정상											
3	8	5	3	2	2	2	0	0	//정상											
3	9	23	2	0	1	1	0	0	//정상											
4	0	8	3	6	2	2	0	0	//정상											
4	1	7	2	0	1	1	0	0	//정상											
4	2	16	3	3	2	0	0	2	//정상											
4	3	0	2	0	1	1	1	0	//정상											
4	4	6	3	6	0	0	0	2	//정상											
4	5	3	2	0	1	0	1	0	//정상											
4	6	14	3	5	0	0	0	2	//정상											
4	7	24	3	6	0	2	2	2	//정상											
4	8	7	2	0	1	1	1	0	//정상											
4	9	23	3	4	2	2	0	0	//정상											
5	0	23	2	0	1	1	0	0	//정상											
5	1	7	3	6	2	0	0	0	//정상											
5	2	20	2	0	0	1	0	1	//정상											
5	3	9	3	1	2	2	2	2	//정상											
5	4	18	3	1	0	0	2	0	//정상											
5	5	2	2	0	0	1	0	0	//정상											
5	6	19	3	4	0	2	0	0	//정상											
5	7	15	2	0	1	1	0	0	//정상											
5	8	23	3	6	2	0	0	0	//정상											
5	9	21	2	0	1	1	0	0	//정상											
6	0	2	3	1	2	2	0	2	//정상											
6	1	14	3	2	0	2	2	0	//정상											
6	2	19	2	0	1	1	0	1	//정상											
6	3	5	3	0	2	2	2	2	//정상											
6	4	22	3	4	0	0	2	0	//정상											
6	5	3	3	3	2	2	0	0	//정상											
6	6	9	2	0	1	1	0	0	//정상											
6	7	0	3	4	2	2	0	2	//정상											
6	8	13	3	6	0	0	2	0	//정상											
6	9	14	3	6	2	0	0	0	//정상											
7	0	5	3	5	2	2	0	2	//정상											
7	1	18	2	0	1	1	1	0	//정상											
7	2	22	3	5	2	2	0	2	//정상											
7	3	11	2	0	1	1	1	1	//정상											
7	4	15	3	3	0	2	2	2	//정상											
7	5	13	2	0	1	1	1	1	//정상											
7	6	21	3	2	2	2	2	0	//정상											
7	7	19	2	0	1	1	0	0	//정상											
7	8	4	3	4	0	2	0	2	//정상											
7	9	8	2	0	0	1	1	0	//정상											
8	0	21	3	2	2	2	0	2	//정상											
8	1	12	3	0	2	2	2	0	//정상											
8	2	18	3	4	2	2	0	2	//정상											
8	3	17	2	0	1	1	1	0	//정상											
8	4	18	3	3	2	0	0	0	//정상											
8	5	4	2	0	1	1	0	1	//정상											
8	6	2	3	0	2	0	2	0	//정상											
8	7	15	3	0	2	2	0	0	//정상											
8	8	1	4	6	1	0	0	0	//정상											
8	9	15	2	0	1	1	0	0	//정상											
9	0	11	3	1	2	0	0	2	//정상											
9	1	15	3	1	2	0	2	0	//정상											
9	2	4	3	3	2	0	0	2	//정상											
9	3	8	2	0	1	0	1	0	//정상											
9	4	2	2	0	0	0	0	1	//정상											
9	5	11	3	0	2	0	2	2	//정상											
9	6	0	2	0	0	0	1	0	//정상											
9	7	0	3	2	2	0	0	2	//정상											
9	8	4	2	0	0	0	1	1	//정상											
9	9	20	3	5	2	0	2	0	//정상											
end																				
// 맵 구성 번호	단계	행 개수	열 개수																	
28	1	5	5																	
//행 번호	열 번호	맵 인덱스	지역 타입	지역 인덱스	상	하	좌	우	//게이트 입력 체크											
0	1	3	2	0	0	1	0	1	//정상											
0	2	9	2	0	0	1	1	0	//정상											
0	3	31	2	0	0	1	0	1	//정상											
0	4	37	2	0	0	1	1	0	//정상											
1	1	19	2	0	1	1	0	0	//정상											
1	2	23	2	0	1	1	0	1	//정상											
1	3	20	2	0	1	0	1	0	//정상											
1	4	9	2	0	1	1	0	0	//정상											
2	1	26	2	0	1	0	0	1	//정상											
2	2	17	1	0	1	1	1	1	//정상											
2	3	10	3	5	0	0	2	0	//정상											
2	4	15	2	0	1	1	0	0	//정상											
3	1	4	4	0	0	1	0	0	//정상											
3	2	36	3	5	2	0	0	0	//정상											
3	3	11	3	6	0	2	0	2	//정상											
3	4	36	3	0	2	2	2	0	//정상											
4	0	21	2	0	0	0	0	1	//정상											
4	1	0	3	5	2	0	2	2	//정상											
4	2	14	2	0	0	0	1	1	//정상											
4	3	6	2	0	1	0	1	0	//정상											
4	4	10	3	0	2	0	0	0	//정상											
end																				
// 맵 구성 번호	단계	행 개수	열 개수																	
29	1	5	5																	
//행 번호	열 번호	맵 인덱스	지역 타입	지역 인덱스	상	하	좌	우	//게이트 입력 체크											
0	0	3	3	5	0	2	0	0	//정상											
0	1	16	2	0	0	1	0	1	//정상											
0	2	25	2	0	0	1	1	0	//정상											
1	0	10	3	1	2	2	0	2	//정상											
1	1	10	2	0	1	0	1	0	//정상											
1	2	14	2	0	1	0	0	1	//정상											
1	3	30	4	0	0	0	1	0	//정상											
1	4	9	3	0	0	2	0	0	//정상											
2	0	32	2	0	1	0	0	1	//정상											
2	1	26	2	0	0	0	1	1	//정상											
2	2	26	2	0	0	0	1	1	//정상											
2	3	16	2	0	0	1	1	1	//정상											
2	4	17	2	0	1	1	1	0	//정상											
3	1	22	3	2	0	2	0	2	//정상											
3	2	11	2	0	0	0	1	1	//정상											
3	3	33	3	5	2	2	2	2	//정상											
3	4	22	2	0	1	0	1	0	//정상											
4	0	16	2	0	0	0	0	1	//정상											
4	1	1	1	0	1	0	1	1	//정상											
4	2	33	2	0	0	0	1	1	//정상											
4	3	1	3	1	2	0	2	2	//정상											
4	4	24	2	0	0	0	1	0	//정상											
end																				
